IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
35.234.105.217,443,443,true,FRA,Europe,Frankfurt,319,0.03
34.65.97.237,443,443,true,FRA,Europe,Frankfurt,294,0.03
34.65.151.47,443,443,true,FRA,Europe,Frankfurt,308,0.02
34.107.56.17,443,443,true,FRA,Europe,Frankfurt,339,0.02
34.159.73.243,443,443,true,FRA,Europe,Frankfurt,322,0.01
34.89.255.52,443,443,true,FRA,Europe,Frankfurt,307,0.01
34.65.5.169,443,443,true,FRA,Europe,Frankfurt,304,0.01
34.105.49.234,80,80,false,SEA,North America,Seattle,169,0.00
34.81.35.248,443,443,true,TPE,Asia Pacific,Taipei,41,0.00
34.81.35.248,443,443,true,TPE,Asia Pacific,Taipei,41,0.00
34.22.100.72,443,443,true,ICN,Asia Pacific,Seoul,80,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,156,0.00
34.105.83.91,80,80,false,SEA,North America,Seattle,156,0.00
34.168.152.133,80,80,false,SEA,North America,Seattle,156,0.00
34.82.188.91,443,443,true,SEA,North America,Seattle,157,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,157,0.00
34.82.76.253,443,443,true,SEA,North America,Seattle,157,0.00
34.168.152.133,443,80,false,SEA,North America,Seattle,157,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,157,0.00
34.105.83.91,80,80,false,SEA,North America,Seattle,158,0.00
34.67.45.105,443,443,true,ORD,North America,Chicago,204,0.00
35.202.158.120,443,443,true,ORD,North America,Chicago,210,0.00
34.154.255.210,443,443,true,FRA,Europe,Frankfurt,239,0.00
34.65.189.65,443,443,true,FRA,Europe,Frankfurt,252,0.00
34.34.50.120,443,443,true,FRA,Europe,Frankfurt,257,0.00
35.228.77.188,8080,80,false,ARN,Europe,Stockholm,261,0.00
34.118.38.231,443,443,true,FRA,Europe,Frankfurt,281,0.00
34.65.5.169,443,443,true,FRA,Europe,Frankfurt,291,0.00
34.159.194.36,443,443,true,FRA,Europe,Frankfurt,294,0.00
34.65.184.57,443,443,true,FRA,Europe,Frankfurt,302,0.00
34.91.67.64,443,443,true,FRA,Europe,Frankfurt,307,0.00
34.91.79.42,443,443,true,FRA,Europe,Frankfurt,311,0.00
35.204.211.243,443,443,true,FRA,Europe,Frankfurt,314,0.00
34.107.25.251,443,443,true,FRA,Europe,Frankfurt,334,0.00
35.246.136.163,443,443,true,FRA,Europe,Frankfurt,347,0.00
34.118.20.24,443,443,true,FRA,Europe,Frankfurt,351,0.00
34.116.153.78,443,443,true,FRA,Europe,Frankfurt,401,0.00
